image_path,label,class_name
C:\Users\25185\Desktop\X\train\img_000370.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_004732.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_016305.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_020341.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_005288.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_023641.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_019062.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_004204.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_017570.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_013661.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_008576.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_013376.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_019805.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_020691.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_003733.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_022118.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_024670.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_019305.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_006471.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_022560.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_007373.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_013090.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_002995.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_018773.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_013873.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_020391.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_010066.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_009654.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_023103.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_009950.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_009188.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_006967.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_017356.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_014418.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_014114.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_022836.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_010695.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_018929.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_009793.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_021840.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_004378.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_024155.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_016253.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_020250.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_001445.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_013839.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_013636.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_014069.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_002322.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_020496.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_011371.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_008038.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_017905.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_012850.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_003230.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_003907.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_012586.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_023134.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_011549.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_001623.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_006399.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_024231.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_006659.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_000801.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_002312.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_014130.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_019633.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_024379.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_021151.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_011030.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_003706.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_021927.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_009434.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_005456.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_022246.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_021817.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_003447.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_007337.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_022996.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_014900.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_011439.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_014341.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_012057.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_013915.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_024507.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_004328.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_016503.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_010349.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_006723.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_018161.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_019019.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_007209.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_013079.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_008549.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_019249.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_010792.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_022770.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_007616.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_012658.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_015940.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_006630.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_024875.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_018568.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_019822.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_004863.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_015868.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_006718.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_009607.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_016420.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_003680.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_019316.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_016654.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_015888.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_020807.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_010592.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_008331.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_022296.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_019192.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_015580.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_012082.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_018614.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_018908.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_006217.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_024376.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_001808.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_016688.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_017138.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_019570.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_018525.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_003591.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_019798.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_006291.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_012130.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_017052.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_000911.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_024922.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_001177.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_006403.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_020624.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_013539.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_000171.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_013663.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_017095.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_010071.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_023874.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_016061.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_014584.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_020426.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_007910.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_004390.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_011547.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_002457.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_009807.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_003793.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_000457.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_019572.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_022065.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_018790.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_008878.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_003176.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_007472.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_024066.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_020375.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_007362.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_020308.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_013655.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_008186.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_020301.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_018688.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_022549.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_012073.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_017898.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_000477.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_021801.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_004931.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_020006.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_016321.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_005446.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_016505.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_024259.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_005164.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_002315.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_004332.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_022108.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_002961.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_000959.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_015539.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_004649.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_007351.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_005960.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_010081.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_008332.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_003645.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_016568.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_009879.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_022925.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_017925.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_000873.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_008840.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_018090.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_018344.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_003802.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_011341.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_001940.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_002598.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_005852.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_022078.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_012935.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_024823.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_005714.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_003427.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_001393.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_011590.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_021497.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_007401.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_006430.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_019678.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_012095.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_001643.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_003661.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_006566.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_012419.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_023518.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_003928.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_022038.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_024650.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_023515.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_010911.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_009851.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_008681.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_003844.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_013545.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_010085.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_014854.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_002387.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_015414.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_003870.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_013156.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_021889.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_016905.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_016035.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_009698.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_007656.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_021621.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_023279.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_017146.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_013266.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_009214.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_015133.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_014934.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_016419.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_021013.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_023079.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_005538.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_006642.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_000819.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_013301.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_020370.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_001054.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_004173.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_017020.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_015553.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_005291.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_024361.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_024315.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_010419.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_024147.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_010679.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_004080.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_005787.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_004185.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_013913.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_006383.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_007798.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_019381.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_023773.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_015767.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_001822.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_008050.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_020500.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_019920.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_007810.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_001377.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_024822.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_020580.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_002349.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_005118.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_022915.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_017671.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_015425.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_008799.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_021261.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_002086.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_006707.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_020795.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_002367.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_024023.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_006841.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_021093.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_020796.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_017007.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_017436.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_015125.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_017128.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_017108.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_013330.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_001221.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_012207.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_013323.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_019065.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_010148.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_008414.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_012172.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_008568.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_005040.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_000445.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_016302.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_003824.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_021306.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_017614.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_004415.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_019417.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_021105.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_004807.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_021604.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_004238.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_016655.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_019608.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_017389.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_005175.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_022157.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_008859.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_008308.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_009812.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_018845.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_012381.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_011602.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_001710.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_016409.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_003093.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_007612.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_001721.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_003555.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_000338.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_021935.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_020645.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_000647.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_002380.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_009856.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_014927.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_024029.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_012524.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_019170.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_006409.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_007336.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_001128.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_013268.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_013114.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_004380.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_002422.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_010703.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_004123.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_012539.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_009668.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_010127.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_010558.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_019144.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_017430.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_002698.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_018037.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_020669.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_010931.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_021255.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_003364.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_008669.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_020848.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_000158.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_002337.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_004108.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_016130.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_018805.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_003351.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_016933.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_005225.jpg,0,default_class
C:\Users\25185\Desktop\X\train\img_022068.jpg,0,default_class
